px,py
-0.15768942000000052,0.596598
-0.15768942000000052,0.596924
-0.15768942000000052,0.596924
-0.15828941999999913,0.600586
-0.15828941999999913,0.600586
-0.1589894199999975,0.604248
-0.1589894199999975,0.604248
-0.15958941999999965,0.6079100000000001
-0.15958941999999965,0.6079100000000001
-0.16018941999999825,0.611572
-0.16018941999999825,0.611572
-0.1607894200000004,0.6152340000000001
-0.16128941999999924,0.618328
-0.161389419999999,0.618896
-0.161389419999999,0.618896
-0.1616894199999983,0.620728
-0.1616894199999983,0.620728
-0.1619894199999976,0.622559
-0.1607894200000004,0.6152340000000001
-0.1610894199999997,0.617065
-0.16128941999999924,0.618326
-0.1610894199999997,0.617065
-0.1619894199999976,0.622559
-0.16228942000000046,0.62439
-0.16228942000000046,0.62439
-0.16258941999999976,0.626221
-0.16258941999999976,0.626221
-0.1627894199999993,0.628052
-0.1627894199999993,0.628052
-0.1630894199999986,0.629883
-0.16498941999999772,0.6427229999999999
-0.16518941999999726,0.6445310000000001
-0.1630894199999986,0.630063
-0.1633894199999979,0.631714
-0.1633894199999979,0.631714
-0.1636894199999972,0.633545
-0.1630894199999986,0.6300640000000001
-0.1630894199999986,0.629883
-0.1636894199999972,0.633545
-0.16388942000000029,0.635376
-0.16388942000000029,0.635376
-0.1641894199999996,0.637207
-0.1641894199999996,0.637207
-0.1644894199999989,0.639038
-0.1644894199999989,0.639038
-0.16468941999999842,0.6408689999999999
-0.16468941999999842,0.6408689999999999
-0.16498941999999772,0.6427
-0.16498941999999772,0.6427229999999999
-0.16498941999999772,0.6427
-0.16518941999999726,0.6445310000000001
-0.1654894200000001,0.646362
-0.1654894200000001,0.646362
-0.16568941999999964,0.648193
-0.16568941999999964,0.648193
-0.16598941999999894,0.6500239999999999
-0.16598941999999894,0.6500239999999999
-0.16618941999999848,0.6518550000000001
-0.16618941999999848,0.6518550000000001
-0.166389419999998,0.653687
-0.166389419999998,0.653687
-0.1666894199999973,0.655518
-0.16678942000000063,0.656756
-0.1668894200000004,0.657349
-0.1668894200000004,0.657349
-0.16708941999999993,0.65918
-0.16678942000000063,0.656756
-0.1666894199999973,0.655518
-0.16708941999999993,0.65918
-0.16728941999999947,0.661011
-0.16728941999999947,0.661011
-0.167489419999999,0.662842
-0.167489419999999,0.662842
-0.16768941999999853,0.664673
-0.16768941999999853,0.664673
-0.16788941999999807,0.666504
-0.16858942,0.673276
-0.16868941999999976,0.673828
-0.16788941999999807,0.666504
-0.1680894199999976,0.668335
-0.1680894199999976,0.668335
-0.16828941999999714,0.670166
-0.16828941999999714,0.670166
-0.16848942000000022,0.6719970000000001
-0.16858942,0.673277
-0.16848942000000022,0.6719970000000001
-0.16868941999999976,0.673828
-0.1688894199999993,0.675659
-0.1688894199999993,0.675659
-0.16898941999999906,0.6774899999999999
-0.16898941999999906,0.6774899999999999
-0.1691894199999986,0.679321
-0.1691894199999986,0.679321
-0.16938941999999813,0.6811520000000001
-0.16938941999999813,0.6811520000000001
-0.1694894199999979,0.682983
-0.1694894199999979,0.682983
-0.16968941999999743,0.684814
