time,volume,x,y,z,u_x,u_y,u_z,omega_x,omega_y,omega_z,area
28.39018692,0.52311476,5.1951756,49.36134291,3.82476235,0.52007337,1.52544343,0.49601474,-0.03107021,0.0045534,0.01535658,3.56892902
28.39797508,0.52311531,5.19919841,49.37326647,3.82863573,0.51217323,1.53782982,0.49872392,-0.03102195,0.00497756,0.01399369,3.56505283
28.40576324,0.52311456,5.20315789,49.38528731,3.8325303,0.50382593,1.55048336,0.50145294,-0.03096394,0.00535785,0.01272801,3.55934822
28.4135514,0.5231142,5.2070522,49.39740685,3.83644638,0.49529102,1.56335217,0.50413448,-0.03085052,0.0056936,0.0115708,3.55460754
28.42133956,0.52311404,5.2108791,49.4096276,3.84038235,0.48662086,1.57644338,0.50661378,-0.03068059,0.00597718,0.01053291,3.55113295
28.42912773,0.52311443,5.21463837,49.42195012,3.84433775,0.47777835,1.58960005,0.50900691,-0.03046967,0.00621493,0.00962806,3.54574311
28.43691589,0.52311483,5.2183295,49.43437517,3.84831136,0.469035,1.60271482,0.51136419,-0.03022781,0.00640568,0.00886974,3.54171781
28.44470405,0.52311561,5.22195172,49.44690229,3.85230305,0.46029032,1.61569948,0.51362469,-0.02993272,0.00653834,0.00824422,3.53802192
28.45249221,0.52311643,5.22550582,49.45952947,3.85631084,0.45154343,1.62850469,0.51551246,-0.0295831,0.00662044,0.00778389,3.53356778
28.46028037,0.52311673,5.22899271,49.47225553,3.86033174,0.44300074,1.64110491,0.51705027,-0.02918936,0.00663864,0.0074798,3.53010305
28.46806854,0.52311688,5.23241344,49.48507839,3.86436421,0.43459317,1.65327245,0.51841346,-0.02877246,0.00660633,0.00732218,3.52714702
28.4758567,0.52311704,5.23576936,49.49799512,3.86840674,0.42640658,1.6651958,0.51956172,-0.02831369,0.0065134,0.00730774,3.52334108
28.48364486,0.52311801,5.23906172,49.51100275,3.87245629,0.41832555,1.67667241,0.52021757,-0.02783066,0.00636818,0.00743445,3.52045115
28.49143302,0.52311862,5.24229143,49.52409826,3.87650984,0.41035053,1.68771529,0.52060335,-0.02731841,0.0061636,0.00769799,3.5182378
28.49922118,0.52311876,5.24546054,49.53727731,3.88056503,0.40275842,1.69820825,0.52055479,-0.02679627,0.00590508,0.00812102,3.51506649
28.50700935,0.52311886,5.24857075,49.55053601,3.88461775,0.39524551,1.70816922,0.52002911,-0.02626239,0.00558551,0.00868829,3.51245709
28.51479751,0.52311924,5.25162315,49.56387002,3.88866438,0.38787916,1.71759113,0.51888203,-0.02572142,0.00522243,0.00938218,3.51122314
28.52258567,0.52311926,5.25461984,49.57727477,3.89270081,0.3808827,1.72640653,0.51730493,-0.02520356,0.00480624,0.0102314,3.50861418
28.53037383,0.52311904,5.25756325,49.59074591,3.89672245,0.37420172,1.73461233,0.51522953,-0.02470758,0.00435781,0.01119399,3.50692113
28.53816199,0.52311887,5.26045525,49.60427944,3.90072611,0.36795925,1.742276,0.51264743,-0.02424385,0.00387664,0.01226967,3.50588129
28.54595016,0.523119,5.26329989,49.61786992,3.9047083,0.36183886,1.74935103,0.50956445,-0.02381161,0.00337066,0.0134358,3.50379928
28.55373832,0.52311923,5.26609855,49.63151303,3.908664,0.35618634,1.75573507,0.50603222,-0.0234253,0.00283743,0.01467363,3.50320613
28.56152648,0.52311921,5.26885434,49.64520408,3.91259047,0.35104968,1.76151528,0.50205715,-0.02309486,0.00229211,0.01598333,3.50260395
28.56931464,0.52311939,5.2715715,49.658937,3.91648504,0.34635687,1.76651789,0.49784674,-0.02282398,0.00173971,0.0173555,3.50139765
28.5771028,0.52311963,5.27425346,49.67270644,3.92034476,0.34200274,1.77091499,0.49300028,-0.02258197,0.00118616,0.01875678,3.50143394
28.58489097,0.52311988,5.27690342,49.68650754,3.92416631,0.33820375,1.77461401,0.48795997,-0.02240145,0.00064406,0.02020076,3.50141034
28.59267913,0.52312003,5.27952586,49.70033423,3.9279476,0.3347746,1.77761549,0.48258005,-0.02226309,0.00012651,0.02163305,3.50072739
28.60046729,0.52312019,5.28212409,49.71418238,3.9316857,0.33198089,1.78000342,0.47702973,-0.02218681,-0.00037485,0.0230733,3.50121807
28.60825545,0.52312044,5.28470088,49.72804686,3.9353791,0.32950421,1.78171318,0.47121214,-0.02216598,-0.00083224,0.02448861,3.50233182
28.61604361,0.52312056,5.28726036,49.74192207,3.9390269,0.32749428,1.78286599,0.46507808,-0.02218457,-0.00126195,0.02588435,3.50216599
28.62383178,0.52312045,5.28980558,49.7558038,3.94262659,0.32587257,1.78340139,0.45896142,-0.02227604,-0.00165239,0.02724179,3.50289287
28.63161994,0.52312028,5.29233973,49.76968783,3.94617812,0.32482318,1.78337224,0.452721,-0.02240936,-0.00200175,0.02857026,3.50507599
28.6394081,0.52312039,5.29486773,49.7835693,3.94968065,0.32416746,1.78277667,0.44633588,-0.02260395,-0.00231944,0.02984375,3.5059954
28.64719626,0.52312113,5.29739154,49.79744416,3.95313337,0.32393736,1.78162052,0.43978319,-0.02285157,-0.00257833,0.03106682,3.50787467
28.65498442,0.52312266,5.29991335,49.81130799,3.95653636,0.32379461,1.77985367,0.43361068,-0.02314978,-0.00279877,0.0322246,3.51028995
28.66277259,0.52312301,5.30243681,49.82515639,3.95988982,0.32410645,1.77770516,0.42717283,-0.02348451,-0.00298221,0.03332274,3.51166386
28.67056075,0.52312292,5.30496375,49.83898618,3.96319273,0.32462211,1.7750183,0.42074877,-0.02389114,-0.00309969,0.03434459,3.51473334
28.67834891,0.52312317,5.307495,49.85279341,3.96644713,0.32537746,1.7718208,0.41463063,-0.02433756,-0.00319736,0.03529886,3.51798626
28.68613707,0.52312337,5.31003326,49.86657382,3.96965319,0.32641284,1.76819784,0.40837611,-0.02481916,-0.00326235,0.03618596,3.52017653
28.69392523,0.5231237,5.31257983,49.88032435,3.97281064,0.32751321,1.76413974,0.40222616,-0.02535227,-0.00328184,0.0369946,3.52338938
28.7017134,0.5231243,5.31513585,49.8940413,3.97592135,0.32888253,1.75963193,0.39630627,-0.02592004,-0.00327169,0.0377274,3.52751943
28.70950156,0.52312476,5.31770313,49.90772159,3.97898702,0.33040704,1.75473368,0.39060094,-0.02653577,-0.00322972,0.03839931,3.5303658
28.71728972,0.52312513,5.32028301,49.92136289,3.98200849,0.33202093,1.74958653,0.38516283,-0.02717492,-0.00316169,0.03897868,3.5342814
28.72507788,0.52312575,5.32287602,49.93496255,3.98498778,0.33388552,1.7440356,0.37976256,-0.02783972,-0.00306589,0.03946383,3.53965932
28.73286604,0.52312643,5.3254835,49.94851853,3.98792664,0.33584082,1.7382908,0.37470285,-0.02852136,-0.00293648,0.03986116,3.54280446
28.74065421,0.52312693,5.32810651,49.9620295,3.99082609,0.33780633,1.73236329,0.36987457,-0.02925408,-0.00280091,0.04017345,3.5478631
28.74844237,0.52312733,5.33074483,49.97549382,3.99368856,0.33970469,1.72628764,0.36528961,-0.03000037,-0.00263649,0.04038527,3.55271333
28.75623053,0.52312758,5.33339867,49.98890977,3.9965177,0.34177684,1.72017265,0.36106052,-0.03076802,-0.00248039,0.04050855,3.55644351
28.76401869,0.52312716,5.33606856,50.00227667,3.99931488,0.34375369,1.71373724,0.3572867,-0.03152878,-0.00229823,0.04052078,3.5620421
28.77180685,0.52312733,5.33875311,50.01559372,4.00208379,0.34572533,1.70732208,0.35386426,-0.03227239,-0.00211537,0.04043583,3.56742592
28.77959502,0.52312758,5.34145205,50.02886088,4.00482788,0.3473969,1.70085582,0.35090342,-0.03301827,-0.00192743,0.04027339,3.5715636
28.78738318,0.52312801,5.34416445,50.04207732,4.00754998,0.34895686,1.69435026,0.34825608,-0.03370684,-0.00174365,0.04001527,3.57662086
28.79517134,0.52312865,5.34688752,50.05524268,4.01025313,0.35033161,1.68771121,0.34605831,-0.03438227,-0.0015678,0.03971586,3.58298566
28.8029595,0.52312899,5.3496207,50.068356,4.01294017,0.35121678,1.68113435,0.34399744,-0.03500024,-0.00138857,0.0393393,3.5870168
28.81074766,0.52312946,5.35235945,50.08141726,4.01561187,0.35202726,1.67428749,0.34236386,-0.03555803,-0.00122353,0.03893608,3.59227155
28.81853583,0.52312957,5.3551026,50.09442661,4.01827189,0.35238082,1.66763773,0.34095918,-0.03605625,-0.00106936,0.03852009,3.59800232
28.82632399,0.52312993,5.35784724,50.10738461,4.02092199,0.35232247,1.66113205,0.33964996,-0.03649389,-0.00093774,0.03808827,3.60228336
28.83411215,0.52313017,5.3605912,50.12029175,4.0235628,0.35213303,1.65449317,0.33879943,-0.03689732,-0.00080533,0.03768287,3.60843007
28.84190031,0.52313061,5.36333218,50.13314695,4.02619624,0.35153831,1.64783822,0.33790267,-0.03723696,-0.0006845,0.03729211,3.61445168
28.84968847,0.52313113,5.36606828,50.14595063,4.02882388,0.35087851,1.64133272,0.33703476,-0.0375185,-0.0005907,0.03692747,3.61843775
28.85747664,0.52313143,5.3687986,50.15870394,4.03144501,0.35006916,1.63480159,0.33622833,-0.03775862,-0.00050759,0.03660173,3.6240188
28.8652648,0.52313157,5.37152181,50.17140739,4.03406047,0.3490781,1.62830329,0.33559065,-0.03796864,-0.0004424,0.03630394,3.6297648
28.87305296,0.52313223,5.37423752,50.18406133,4.03667134,0.34811414,1.62203837,0.33492749,-0.0381464,-0.00039114,0.03603535,3.63394489
28.88084112,0.52313284,5.37694596,50.19666673,4.03927809,0.34722176,1.61599405,0.33465335,-0.03830107,-0.00035098,0.03579912,3.63914504
28.88862928,0.52313294,5.37964735,50.20922589,4.0418814,0.34638475,1.61024904,0.33426132,-0.03846255,-0.00033261,0.03558539,3.64534514
28.89641745,0.52313327,5.38234239,50.22174072,4.04448213,0.34553835,1.60464619,0.33386104,-0.0385732,-0.0003204,0.03536281,3.64939535
28.90420561,0.5231335,5.38503131,50.23421375,4.04708098,0.34475056,1.59936014,0.33372818,-0.0386868,-0.00032071,0.03514532,3.65436622
28.91199377,0.52313375,5.38771405,50.24664698,4.04967863,0.34406598,1.59446032,0.33361893,-0.03877691,-0.00033241,0.03490435,3.65972912
28.91978193,0.52313385,5.39039142,50.25904341,4.05227623,0.34327226,1.59000402,0.33348914,-0.03884506,-0.00036172,0.0346309,3.66318852
28.92757009,0.52313383,5.39306302,50.27140698,4.05487467,0.34254866,1.58580278,0.33387894,-0.03890266,-0.0003879,0.03434612,3.66799347
28.93535826,0.52313396,5.395729,50.28373971,4.05747592,0.34191985,1.58196423,0.33424557,-0.03894591,-0.00043203,0.03402938,3.67293854
28.94314642,0.52313404,5.39838891,50.2960435,4.06008005,0.34088385,1.57845917,0.33452465,-0.03897966,-0.00047862,0.03364999,3.67483244
28.95093458,0.5231391,5.40104075,50.3083214,4.06268747,0.33984311,1.57540681,0.33498959,-0.03895405,-0.0005328,0.03323784,3.67903855
28.95872274,0.52314279,5.40368396,50.32057734,4.06529949,0.33872124,1.57268879,0.33574068,-0.03890784,-0.00059467,0.0327949,3.68311497
28.9665109,0.52314354,5.4063161,50.33281449,4.06791747,0.33703741,1.57039701,0.33676557,-0.03882281,-0.00064975,0.0323153,3.68540426
28.97429907,0.52314137,5.40893433,50.34503452,4.07054288,0.33519746,1.56839729,0.33770434,-0.03868407,-0.00070944,0.0318309,3.68782245
28.98208723,0.52313998,5.41153593,50.35723964,4.07317528,0.33293107,1.5667985,0.33867167,-0.03848987,-0.00077416,0.03132803,3.69217465
28.98987539,0.52313875,5.41411901,50.3694348,4.07581623,0.33022505,1.56558755,0.33977235,-0.03825002,-0.00083841,0.03081791,3.69291591
28.99766355,0.52313737,5.41668074,50.38162091,4.07846516,0.32720042,1.56463171,0.34075454,-0.03793273,-0.00089663,0.03034423,3.69526417
29.00545171,0.5231366,5.4192155,50.39380148,4.08112226,0.32347404,1.56399763,0.34195924,-0.03755789,-0.00095353,0.02988453,3.69763909
29.01323988,0.52313699,5.42172055,50.40597955,4.08378891,0.31933663,1.56359586,0.34283784,-0.03708633,-0.00101432,0.02945161,3.69803341
29.02102804,0.52313676,5.42419103,50.41815418,4.08646176,0.31466848,1.56363283,0.34360183,-0.03653328,-0.00107768,0.02906337,3.69997368
29.0288162,0.52313585,5.42662466,50.43033061,4.0891398,0.30989035,1.56407169,0.34401719,-0.03588215,-0.00113903,0.02876077,3.7019928
29.03660436,0.52313494,5.42902066,50.44251233,4.09181911,0.30491582,1.56479072,0.3440567,-0.03514882,-0.00120748,0.02850175,3.70167405
29.04439252,0.52313361,5.4313773,50.45470149,4.09449708,0.29973094,1.56590013,0.34372561,-0.03436646,-0.0012593,0.02830006,3.70272187
29.05218069,0.52313236,5.43369245,50.46689844,4.09717101,0.2943953,1.56720423,0.34292154,-0.03353226,-0.00130323,0.02816883,3.70493327
29.05996885,0.52313135,5.43596607,50.47910743,4.09983713,0.28899433,1.56890856,0.34148927,-0.03265328,-0.00134925,0.02806766,3.70399789
29.06775701,0.52313026,5.43819839,50.49133261,4.10249025,0.28385735,1.57097597,0.33958146,-0.03175257,-0.00137349,0.02802023,3.70470595
29.07554517,0.52312994,5.4403906,50.50357523,4.10512762,0.27883104,1.57337206,0.33734137,-0.03085479,-0.00140874,0.02804225,3.70633999
29.08333333,0.52312977,5.44254437,50.51583649,4.10774481,0.27400242,1.5762049,0.334323,-0.02996928,-0.00142368,0.02809825,3.70544979
29.0911215,0.52312944,5.44466229,50.52812007,4.11033647,0.2695833,1.57919593,0.33084186,-0.02912326,-0.0014404,0.02819563,3.70619764
29.09890966,0.52312922,5.44674722,50.54042908,4.11289854,0.26561186,1.58256192,0.32682372,-0.028326,-0.00144519,0.02830936,3.70747667
29.10669782,0.52312893,5.44880257,50.55276623,4.1154283,0.26193579,1.58610735,0.32239212,-0.02761387,-0.00143188,0.0284157,3.70621002
29.11448598,0.52312943,5.45083011,50.56513106,4.11792135,0.25852375,1.5899131,0.31748046,-0.02697413,-0.00140287,0.02852416,3.70619269
29.12227414,0.52312985,5.45283214,50.57752493,4.12037569,0.25558766,1.59377622,0.31235653,-0.02642625,-0.00137227,0.028643,3.70748114
29.13006231,0.52313023,5.45481314,50.58994972,4.1227894,0.25304033,1.59785786,0.30700964,-0.02598918,-0.00132603,0.0287525,3.70600585
29.13785047,0.52313003,5.45677513,50.60240709,4.12516079,0.25072194,1.60188846,0.30149658,-0.02565786,-0.00125402,0.02881225,3.7059662
29.14563863,0.5231301,5.45872008,50.61489666,4.12748849,0.24871811,1.60608021,0.29566713,-0.02537502,-0.00116882,0.02884754,3.70716616
29.15342679,0.5231302,5.46065011,50.62741852,4.12977034,0.24679795,1.61031321,0.28976258,-0.02522234,-0.0010543,0.02883604,3.7052185
29.16121495,0.5231305,5.46256583,50.63997363,4.13200641,0.2449548,1.6146522,0.28394986,-0.02517906,-0.00092184,0.02877782,3.70509304
29.16900312,0.5231308,5.46446717,50.65256311,4.13419747,0.2432142,1.61916121,0.27828846,-0.02526451,-0.00077968,0.02864882,3.70554379
29.17679128,0.52313113,5.46635468,50.66518887,4.13634493,0.24134887,1.62381859,0.27277801,-0.02543946,-0.00062923,0.02849017,3.70262878
29.18457944,0.52313143,5.46822719,50.67785202,4.13844949,0.23940739,1.62871475,0.26735505,-0.02569352,-0.00046109,0.02826683,3.70058633
29.1923676,0.52313184,5.4700837,50.69055468,4.14051216,0.23726633,1.63396967,0.26196653,-0.0260059,-0.00027027,0.02794257,3.6999066
29.20015576,0.52313244,5.47192283,50.70329803,4.14253509,0.23479433,1.63943916,0.25709532,-0.02640845,-7.388e-05,0.0275411,3.69646653
29.20794393,0.52313281,5.47374234,50.71608478,4.14452111,0.23215493,1.64519303,0.25260446,-0.02685564,0.00014569,0.02705442,3.69426391
29.21573209,0.52313303,5.47553928,50.7289173,4.14647346,0.22891195,1.65126804,0.24860608,-0.02733929,0.00037311,0.02645381,3.69215942
29.22352025,0.52313378,5.47731059,50.74180015,4.14839528,0.22559141,1.65775358,0.2447808,-0.02787257,0.00061304,0.02577915,3.68730041
29.23130841,0.52313418,5.47905298,50.7547361,4.15028872,0.22150554,1.66478965,0.24127871,-0.02841832,0.00087178,0.02502203,3.68410147
29.23909657,0.52313435,5.48076243,50.76772693,4.15215602,0.21714893,1.6720728,0.23806332,-0.02900535,0.00112466,0.02421114,3.68147919
29.24688474,0.5231345,5.48243575,50.78077458,4.15399977,0.21213678,1.6797347,0.23521549,-0.02958616,0.00138155,0.02333816,3.67545273
29.2546729,0.52313436,5.48406957,50.79388455,4.155823,0.20688399,1.68771617,0.23281158,-0.03018756,0.00164496,0.02245715,3.67140199
29.26246106,0.52313476,5.48566033,50.80705567,4.15762684,0.20115049,1.69613197,0.23044293,-0.03076381,0.00190754,0.02155043,3.66776432
29.27024922,0.52313543,5.48720446,50.82029496,4.15941395,0.19473182,1.70467836,0.22832114,-0.03135979,0.0021675,0.02060661,3.66218933
29.27803738,0.52313755,5.48869806,50.83360176,4.16118574,0.18811579,1.71345661,0.226618,-0.03195646,0.00244076,0.01969152,3.65790093
29.28582555,0.5231389,5.49013805,50.84697918,4.16294491,0.18106329,1.72241521,0.2250484,-0.03251481,0.002701,0.01879401,3.65398782
29.29361371,0.52313985,5.49152221,50.86042502,4.16469169,0.17383644,1.73167745,0.22354834,-0.03305286,0.00295808,0.01794734,3.64759154
29.30140187,0.5231411,5.49284938,50.87394109,4.16642721,0.16619952,1.74085605,0.22216577,-0.03355468,0.00320418,0.0171655,3.64329905
29.30919003,0.5231422,5.49411681,50.88752928,4.1681537,0.15852578,1.74989898,0.2211843,-0.03404797,0.00344251,0.01645791,3.64016076
29.31697819,0.52314367,5.49532317,50.90119072,4.16987246,0.15063617,1.75912257,0.22004894,-0.03447848,0.00366287,0.01581201,3.63357189
29.32476636,0.52314539,5.49646694,50.91492258,4.17158182,0.14251378,1.76836453,0.21895668,-0.03485873,0.00386604,0.01524652,3.62943448
29.33255452,0.52314735,5.4975478,50.92872465,4.17328285,0.1343379,1.7774537,0.21800703,-0.03520312,0.00405689,0.01479672,3.62604414
29.34034268,0.52314758,5.49856603,50.94259618,4.17497692,0.12628643,1.78621769,0.21713646,-0.03551989,0.00424967,0.0144322,3.62003339
29.34813084,0.52314766,5.49952131,50.95653608,4.17666452,0.11832225,1.79472998,0.21637592,-0.0357983,0.00442477,0.01418484,3.61621108
29.355919,0.52314887,5.50041442,50.97053974,4.17834614,0.11054003,1.80303057,0.21558374,-0.03600639,0.00457707,0.01403634,3.61375958
29.36370717,0.52314956,5.50124718,50.98460721,4.1800213,0.10284855,1.81103979,0.21470012,-0.03614486,0.00472797,0.01395809,3.60864695
29.37149533,0.52315012,5.50202037,50.99873632,4.18168946,0.09518028,1.81882211,0.21387995,-0.03625634,0.00486678,0.01395337,3.60457116
29.37928349,0.52315071,5.5027356,51.01292438,4.18335145,0.08789617,1.82616395,0.21300248,-0.03629685,0.00498748,0.01405625,3.60278508
29.38707165,0.52315124,5.50339469,51.02716879,4.185006,0.08072732,1.8332981,0.2119768,-0.03627449,0.00510224,0.01422966,3.59809807
29.39485981,0.52315181,5.50399837,51.0414677,4.18665206,0.07374815,1.84013157,0.2108471,-0.0362069,0.005204,0.01447221,3.59551141
29.40264798,0.52315252,5.50454866,51.0558186,4.18828959,0.06709282,1.84658747,0.20976557,-0.03608177,0.00529971,0.01482637,3.59358869
29.41043614,0.52315316,5.50504878,51.07021796,4.18991776,0.06084253,1.85278512,0.20833742,-0.03588716,0.00538225,0.01524696,3.58941671
29.4182243,0.52315367,5.50550131,51.08466325,4.19153394,0.05489942,1.85843649,0.20677152,-0.03565349,0.00546241,0.01575927,3.58731608
29.42601246,0.52315414,5.50590874,51.09915192,4.19313699,0.0492764,1.86377651,0.20495447,-0.03536358,0.00553193,0.01630375,3.58651156
29.43380062,0.52315495,5.5062731,51.11367989,4.19472533,0.04382536,1.86859269,0.20297228,-0.03505058,0.00559198,0.01689271,3.58303541
29.44158879,0.52315558,5.5065962,51.12824359,4.1962969,0.03863907,1.87290244,0.20070881,-0.0347088,0.00565246,0.01753441,3.5818202
29.44937695,0.52315593,5.50688008,51.14283979,4.19784919,0.033745,1.87681649,0.19791375,-0.0343134,0.00570617,0.01822095,3.58129514
29.45716511,0.52315655,5.50712726,51.15746463,4.19937962,0.02915009,1.88036881,0.19499962,-0.03389677,0.0057451,0.01897514,3.57886315
29.46495327,0.52315704,5.50734107,51.17211473,4.20088625,0.0253114,1.88334861,0.19192087,-0.03346117,0.00576802,0.01980602,3.57843707
29.47274143,0.52315752,5.50752531,51.18678591,4.20236719,0.02165161,1.88574607,0.1883899,-0.03299819,0.00576727,0.02066364,3.57796564
29.4805296,0.52315779,5.50768337,51.20147389,4.20382036,0.01857638,1.88762423,0.18464985,-0.0325389,0.0057576,0.02158726,3.57649339
29.48831776,0.523158,5.5078191,51.21617492,4.20524367,0.01589169,1.88904773,0.18072658,-0.03207629,0.00574177,0.02252857,3.5768992
29.49610592,0.52315848,5.50793472,51.2308848,4.20663536,0.01355143,1.88990131,0.17648467,-0.03161127,0.00571371,0.02347588,3.5783111
29.50389408,0.52315896,5.50803286,51.24559831,4.20799303,0.01146868,1.89013925,0.17184646,-0.03116513,0.00568026,0.02443295,3.57758398
29.51168224,0.52315926,5.50811728,51.26031184,4.20931304,0.0099474,1.88997587,0.16698398,-0.03075314,0.00563305,0.02539793,3.57853856
29.5194704,0.52315961,5.508192,51.2750234,4.21059508,0.00899889,1.88941249,0.16213931,-0.0303771,0.00557556,0.02635641,3.58064255
29.52725857,0.52315959,5.50826098,51.28972865,4.21183842,0.00859053,1.88827655,0.15696359,-0.03002981,0.00551478,0.02731903,3.58080737
29.53504673,0.52316344,5.50832808,51.30442348,4.21304008,0.00841355,1.88680945,0.15145046,-0.02970372,0.00546102,0.02822725,3.58287118
29.54283489,0.52316588,5.50839574,51.31910508,4.21419947,0.00877168,1.88483678,0.1459359,-0.02941121,0.00541354,0.02911539,3.5855036
29.55062305,0.52316698,5.50846702,51.33376981,4.21531619,0.00943747,1.88255302,0.14049002,-0.02917962,0.00536895,0.02993056,3.58630186
29.55841121,0.52316701,5.50854491,51.34841568,4.21638914,0.01038123,1.87994799,0.13485946,-0.02899062,0.00534167,0.03068766,3.58898747
29.56619938,0.52316709,5.50863099,51.36304027,4.21741836,0.01168216,1.87710164,0.12922099,-0.02884594,0.00532102,0.0313792,3.59295323
29.57398754,0.52316749,5.50872787,51.37764092,4.21840368,0.01304722,1.87393907,0.12348353,-0.02872894,0.0053064,0.0319958,3.59437616
29.5817757,0.52316757,5.5088367,51.3922158,4.21934388,0.01487068,1.8704178,0.11771733,-0.02866233,0.00529795,0.03256175,3.59814217
29.58956386,0.52316781,5.50896051,51.40676277,4.22023937,0.01690515,1.86669556,0.11205581,-0.02864894,0.00529796,0.0330651,3.60254882
29.59735202,0.52316787,5.50910135,51.42127983,4.22109147,0.01924784,1.86270228,0.10642868,-0.02867718,0.00530233,0.03348259,3.60448011
29.60514019,0.5231679,5.50926099,51.43576522,4.22190026,0.0217826,1.8586188,0.10108095,-0.02875879,0.00530705,0.03382087,3.60893942
29.61292835,0.5231677,5.50944014,51.45021853,4.22266756,0.02425938,1.85450289,0.09573629,-0.02886947,0.00531004,0.03407926,3.61376363
29.62071651,0.52316755,5.50963887,51.46463835,4.22339409,0.02674137,1.85011516,0.09051939,-0.02901992,0.00531208,0.03424745,3.61585615
29.62850467,0.52316738,5.50985713,51.47902279,4.22408058,0.02924906,1.84552809,0.08553758,-0.0292086,0.00531248,0.03434345,3.62076698
29.63629283,0.52316747,5.51009533,51.49337141,4.22472979,0.03186836,1.8407969,0.08097444,-0.02943683,0.00531237,0.03439165,3.62583803
29.644081,0.52316735,5.51035251,51.50768303,4.22534367,0.03409167,1.83584642,0.07650872,-0.02968073,0.00529573,0.03435354,3.62920143
29.65186916,0.52316754,5.5106281,51.52195593,4.22592277,0.03660547,1.83089583,0.0721037,-0.02993506,0.00526917,0.03428585,3.63463073
29.65965732,0.5231678,5.51092194,51.53618853,4.22646958,0.0388114,1.82571686,0.06802583,-0.03021507,0.00523345,0.0341545,3.64041239
29.66744548,0.52316795,5.51123307,51.55038078,4.226986,0.04109725,1.82043696,0.06427616,-0.03050611,0.0051765,0.03399917,3.64381351
29.67523364,0.52316823,5.51156184,51.56453166,4.2274741,0.0433077,1.81505271,0.06089116,-0.0307923,0.00511217,0.03379866,3.64964321
29.68302181,0.52316856,5.51190754,51.57864046,4.22793765,0.04544495,1.80966377,0.0579718,-0.03109354,0.00503092,0.03356205,3.65560051
29.69080997,0.5231687,5.51226953,51.59270665,4.22837909,0.04737634,1.80408358,0.05520426,-0.03137879,0.0049342,0.03327559,3.6595889
29.69859813,0.52316895,5.5126459,51.60672889,4.22880017,0.04913521,1.79843416,0.05281251,-0.03165025,0.00482114,0.03295203,3.66554869
29.70638629,0.52316932,5.51303598,51.62070673,4.22920404,0.05085381,1.79262059,0.05076579,-0.03193599,0.00469287,0.03260113,3.67181293
29.71417445,0.52316972,5.51343801,51.63463908,4.22959297,0.05221709,1.78672991,0.0489937,-0.03218868,0.00455463,0.03220544,3.67626306
29.72196262,0.52317028,5.51385074,51.64852492,4.22996832,0.05362267,1.78079769,0.0472713,-0.03240043,0.00440884,0.03180405,3.68253925
29.72975078,0.52317062,5.51427317,51.66236474,4.23033068,0.05469551,1.77477475,0.04571567,-0.03260216,0.00425193,0.03136075,3.68857059
29.73753894,0.52317097,5.51470405,51.67615793,4.23068217,0.05587766,1.76877401,0.04453934,-0.0328056,0.00409919,0.03090863,3.69279013
29.7453271,0.52317111,5.51514331,51.68990424,4.23102507,0.05684192,1.76259339,0.0435357,-0.0329831,0.00394229,0.03043341,3.69915473
29.75311526,0.52317168,5.51558979,51.703603,4.23136026,0.05771324,1.75662247,0.04262736,-0.03314585,0.00379121,0.02994183,3.70563157
29.76090343,0.52317209,5.51604313,51.71725485,4.23168939,0.0584288,1.75055303,0.04190025,-0.03330642,0.00363943,0.02941244,3.70978743
29.76869159,0.52317248,5.51650242,51.7308605,4.23201327,0.05926649,1.74476603,0.04128915,-0.03342797,0.00349615,0.02887733,3.71608443
29.77647975,0.52317256,5.51696691,51.74442088,4.23233315,0.05978554,1.73895245,0.04084099,-0.03355893,0.00336405,0.02830455,3.72267652
29.78426791,0.52317261,5.51743492,51.75793601,4.23265108,0.06021052,1.73296603,0.0407863,-0.03370532,0.0032388,0.02771709,3.72620648
29.79205607,0.5231747,5.51790561,51.7714057,4.23296849,0.06043605,1.72744438,0.04077657,-0.03380617,0.00312757,0.02708886,3.73177558
29.79984424,0.52317653,5.51837739,51.78483243,4.23328587,0.06044532,1.72202929,0.04081478,-0.03390477,0.00303906,0.02645159,3.73838709
29.8076324,0.52317735,5.51884896,51.79821784,4.23360426,0.060403,1.71670388,0.04103646,-0.03400236,0.00295276,0.02579296,3.74211286
29.81542056,0.52317735,5.51931883,51.81156313,4.23392398,0.06002407,1.71161748,0.04126587,-0.03408181,0.00286365,0.02511073,3.74753838
29.82320872,0.52317678,5.51978621,51.82487065,4.23424672,0.05967434,1.70671515,0.0417561,-0.03417585,0.00278967,0.02442381,3.75321227
29.83099688,0.52317723,5.5202497,51.83813974,4.23457364,0.05917193,1.70204205,0.04231133,-0.03426704,0.00273531,0.02374737,3.75586731
29.83878505,0.52317785,5.52070814,51.85137286,4.23490601,0.0582103,1.69759881,0.04306594,-0.03435469,0.00269882,0.02304157,3.76117776
29.84657321,0.52317859,5.5211579,51.86457283,4.23524494,0.0568649,1.69349598,0.04407946,-0.03444744,0.00266817,0.0223125,3.76637874
29.85436137,0.52317942,5.52159553,51.87774179,4.2355921,0.05518053,1.6895351,0.04523681,-0.03452225,0.00263308,0.02158361,3.76875809
29.86214953,0.52317989,5.52201805,51.89088131,4.23594868,0.05300212,1.68588053,0.04647199,-0.03458263,0.00260297,0.02086673,3.7729796
