time,volume,x,y,z,u_x,u_y,u_z,omega_x,omega_y,omega_z,area
22.0046729,0.52302315,3.68788827,39.15277464,2.6213958,-0.42215369,1.65578726,-0.40449791,-0.01176188,-0.0021626,0.0239469,3.4795302
22.01246106,0.52302291,3.68461409,39.16564619,2.61826447,-0.41827453,1.65072238,-0.39926136,-0.01311702,-0.0025151,0.0241074,3.48307627
22.02024922,0.52302301,3.68137118,39.17847802,2.61517602,-0.41427642,1.64553874,-0.3935951,-0.01436407,-0.00287356,0.02425837,3.48766911
22.02803738,0.5230227,3.67816106,39.19127133,2.61213241,-0.41000649,1.64051234,-0.38772824,-0.01548797,-0.00322953,0.02439529,3.49353635
22.03582555,0.52302239,3.67498455,39.20402618,2.6091355,-0.40542942,1.63573689,-0.38155444,-0.01652677,-0.00358514,0.02450437,3.49762977
22.04361371,0.52302254,3.67184447,39.21674281,2.60618748,-0.40065432,1.63098427,-0.37521119,-0.01748888,-0.0039404,0.02457378,3.50280124
22.05140187,0.52302224,3.66874368,39.22942336,2.60328977,-0.39550525,1.6265838,-0.36874364,-0.01840582,-0.00429505,0.0246192,3.50833771
22.05919003,0.5230221,3.66568361,39.24206978,2.60044297,-0.38997915,1.62231956,-0.36214188,-0.01929979,-0.00463971,0.02461795,3.51225921
22.06697819,0.52302195,3.66266787,39.25468473,2.59764806,-0.3841003,1.61831446,-0.35544142,-0.02019843,-0.00497719,0.02455736,3.51780552
22.07476636,0.52302194,3.6596997,39.26727108,2.59490685,-0.37793179,1.61464189,-0.34836178,-0.02109323,-0.00530973,0.02444593,3.52306578
22.08255452,0.52302216,3.65677993,39.27982684,2.59222034,-0.37152729,1.61111625,-0.34121835,-0.02197817,-0.00562314,0.0242651,3.52721531
22.09034268,0.52302213,3.6539112,39.29235708,2.58959149,-0.36487396,1.60798587,-0.33374739,-0.0228323,-0.00591372,0.0240402,3.53243599
22.09813084,0.52302239,3.65109548,39.30486284,2.58702216,-0.35804856,1.60496015,-0.32577067,-0.0236604,-0.00618893,0.02375034,3.53739838
22.105919,0.52302274,3.64833306,39.31734699,2.58451654,-0.35105586,1.60228648,-0.31733763,-0.02440145,-0.00643562,0.02340245,3.54101478
22.11370717,0.52302288,3.64562474,39.32981242,2.58207964,-0.34403935,1.60001196,-0.30829723,-0.02505106,-0.00666924,0.02299067,3.54614099
22.12149533,0.5230231,3.6429715,39.34226078,2.57971483,-0.33705302,1.59805054,-0.29874412,-0.0255888,-0.00687352,0.02251494,3.55089009
22.12928349,0.52302323,3.64037216,39.35469448,2.57742589,-0.33025349,1.59641783,-0.28867283,-0.02597538,-0.00705346,0.0219661,3.55393355
22.13707165,0.5230235,3.63782435,39.36711649,2.5752163,-0.32378063,1.59508142,-0.27841089,-0.02620533,-0.00720791,0.02137391,3.55807497
22.14485981,0.52302362,3.63532683,39.37952932,2.57308804,-0.31755726,1.59395343,-0.26781594,-0.02627343,-0.00734293,0.02074059,3.56241045
22.15264798,0.52302351,3.63287558,39.39193389,2.57104195,-0.31181884,1.59291831,-0.25740658,-0.02616225,-0.00744235,0.02009731,3.5645104
22.16043614,0.52302379,3.63046755,39.40433232,2.56907717,-0.30652613,1.59210553,-0.24691139,-0.02590745,-0.00750989,0.01946857,3.56861483
22.1682243,0.5230241,3.62809964,39.41672519,2.56719426,-0.30152156,1.59143495,-0.23637233,-0.02553101,-0.00754912,0.01886828,3.57293934
22.17601246,0.52302433,3.62576941,39.42911163,2.56539135,-0.29682635,1.5907335,-0.22625714,-0.02504727,-0.0075669,0.01831445,3.57621592
22.18380062,0.52302465,3.62347548,39.44149253,2.5636663,-0.29221278,1.59000657,-0.21653,-0.02448149,-0.00757199,0.01783223,3.57951963
22.19158879,0.5230248,3.62121719,39.45386839,2.5620147,-0.28768598,1.58936969,-0.20754088,-0.02384393,-0.00755449,0.01742518,3.5832848
22.19937695,0.52302515,3.6189931,39.46623868,2.56043188,-0.28325601,1.58873333,-0.19883994,-0.02317563,-0.00751852,0.01708879,3.5856142
22.20716511,0.52302529,3.6168045,39.47860497,2.55891519,-0.27850522,1.58827522,-0.1906414,-0.02251358,-0.00747517,0.0168274,3.58953031
22.21495327,0.52302541,3.61465385,39.49096798,2.55746049,-0.27346125,1.58786813,-0.1829431,-0.02183747,-0.00741202,0.01659976,3.59301503
22.22274143,0.52302571,3.61254317,39.50332792,2.55606289,-0.26812858,1.58768068,-0.17586984,-0.02117482,-0.00734979,0.01638305,3.59521486
22.2305296,0.52302583,3.61047485,39.51568791,2.55471917,-0.26260472,1.58768108,-0.16933057,-0.02051225,-0.00728427,0.01612591,3.59830546
22.23831776,0.52302616,3.60845101,39.52804971,2.55342402,-0.2567358,1.5879676,-0.16322419,-0.01987541,-0.00722801,0.01582285,3.60205147
22.24610592,0.52302849,3.60647344,39.54041313,2.55217323,-0.25054484,1.58841949,-0.15783145,-0.01925251,-0.00716795,0.01543535,3.60406377
22.25389408,0.52302941,3.60454413,39.55278171,2.55096448,-0.24437339,1.58929104,-0.15266282,-0.01865868,-0.00713113,0.01494506,3.60663606
22.26168224,0.52303007,3.60266247,39.56515828,2.54979431,-0.23834851,1.59041751,-0.14794746,-0.01808308,-0.00710528,0.01433033,3.60970745
22.2694704,0.5230309,3.60082783,39.57754543,2.54865989,-0.23227721,1.59202023,-0.14350592,-0.01750901,-0.00709074,0.0136031,3.61093786
22.27725857,0.52303175,3.59903926,39.58994659,2.54755792,-0.22657913,1.59383314,-0.13950622,-0.01693697,-0.00711613,0.01270322,3.61298336
22.28504673,0.52303259,3.59729371,39.60236323,2.54648681,-0.22136385,1.59590377,-0.13568502,-0.01637485,-0.00716765,0.01165385,3.61535106
22.29283489,0.52303329,3.59558612,39.61479599,2.54544431,-0.21681507,1.59818264,-0.13210109,-0.01580633,-0.0072535,0.01044115,3.61561054
22.30062305,0.52303378,3.59390965,39.62724717,2.54442821,-0.21341037,1.60063051,-0.12891643,-0.01522553,-0.00737628,0.00911055,3.61653219
22.30841121,0.52303358,3.59225635,39.63971778,2.54343557,-0.21119679,1.60302629,-0.12609491,-0.01464319,-0.00752951,0.00764282,3.61833846
22.31619938,0.52303367,3.59061585,39.65220694,2.54246409,-0.21012968,1.60541524,-0.12353207,-0.01407352,-0.00767971,0.0061291,3.61795886
22.32398754,0.5230344,3.58897819,39.66471453,2.54151214,-0.21046749,1.60768188,-0.12118099,-0.01351124,-0.00783713,0.004563,3.61803475
22.3317757,0.52303526,3.58733395,39.67723895,2.54057727,-0.21198535,1.6097887,-0.11915168,-0.01295621,-0.00797131,0.00301327,3.61959388
22.33956386,0.52303531,3.58567274,39.68977867,2.53965651,-0.21484685,1.61152094,-0.11741637,-0.01242203,-0.00810497,0.00149025,3.61849994
22.34735202,0.52303516,3.58398447,39.70233202,2.53874885,-0.21883854,1.61310308,-0.11579967,-0.01192288,-0.00822869,4.629e-05,3.61876549
22.35514019,0.52303556,3.58226208,39.71489619,2.53785144,-0.22373675,1.61434028,-0.11470592,-0.01142381,-0.00833148,-0.00132946,3.6198103
22.36292835,0.52303576,3.58049883,39.72746821,2.53696113,-0.22940831,1.61522167,-0.11396524,-0.01092888,-0.00841637,-0.00259949,3.61959366
22.37071651,0.52303601,3.5786896,39.74004617,2.53607577,-0.23560398,1.6158759,-0.11345656,-0.01045564,-0.00849921,-0.00375867,3.62010202
22.37850467,0.52303651,3.57683131,39.75262808,2.53519243,-0.24198693,1.61620833,-0.11339881,-0.00999934,-0.00855194,-0.00479304,3.62175241
22.38629283,0.52303691,3.5749218,39.76521143,2.5343088,-0.24849016,1.61629586,-0.11353641,-0.00955747,-0.00859317,-0.00571284,3.62211578
22.394081,0.52303722,3.57296135,39.77779538,2.53342327,-0.25511178,1.61621837,-0.11390791,-0.00911152,-0.00862279,-0.00653444,3.62307167
22.40186916,0.52303736,3.57095018,39.79037892,2.53253452,-0.26161417,1.61611476,-0.11446345,-0.00865604,-0.0086474,-0.00725581,3.62476897
22.40965732,0.52303784,3.56888965,39.80296149,2.53164115,-0.26764719,1.61604559,-0.11502218,-0.0081883,-0.00863647,-0.00787805,3.62447019
22.41744548,0.52303791,3.56678294,39.81554319,2.53074188,-0.27346882,1.61603686,-0.11582459,-0.00769981,-0.00861585,-0.0084339,3.62620176
22.42523364,0.52303835,3.56463299,39.82812579,2.5298353,-0.27875545,1.61619737,-0.11681516,-0.00721553,-0.00858528,-0.00891314,3.62836912
22.43302181,0.5230382,3.56244312,39.84071085,2.52892087,-0.28374854,1.61666944,-0.11778508,-0.00672175,-0.0085533,-0.00936057,3.62780607
22.44080997,0.5230387,3.56021526,39.85330114,2.52799933,-0.28831304,1.61757211,-0.11871394,-0.00621602,-0.00852167,-0.0097777,3.62877489
22.44859813,0.52303918,3.55795222,39.86589989,2.52706944,-0.29268803,1.61878987,-0.11984242,-0.00568626,-0.00848539,-0.01021989,3.62960926
22.45638629,0.52303895,3.5556566,39.8785103,2.52613126,-0.29685911,1.62060588,-0.1208894,-0.00515981,-0.00844893,-0.01068555,3.62847954
22.46417445,0.52303892,3.55332873,39.89113654,2.52518528,-0.30102142,1.62287414,-0.12187757,-0.00461191,-0.00841277,-0.01121727,3.62800902
22.47196262,0.52303873,3.55096728,39.90378279,2.52423106,-0.30542439,1.62571184,-0.12298572,-0.00401933,-0.00836686,-0.01182624,3.62804081
22.47975078,0.52303859,3.54857075,39.91645286,2.52326841,-0.31007183,1.62913496,-0.12402878,-0.00339908,-0.00830023,-0.01250329,3.62566264
22.48753894,0.52303844,3.54613707,39.929151,2.52229715,-0.31506866,1.63298533,-0.12518421,-0.00271713,-0.00821251,-0.01323063,3.62402492
22.4953271,0.52303826,3.5436628,39.94188067,2.5213157,-0.32058694,1.63720912,-0.12666324,-0.00194639,-0.00808347,-0.01402909,3.62266401
22.50311526,0.52303843,3.54114281,39.95464414,2.52032023,-0.32679005,1.64166334,-0.12869519,-0.00108196,-0.007922,-0.01489021,3.61904326
22.51090343,0.52304063,3.53857239,39.96744278,2.51930718,-0.33359466,1.64613405,-0.1312482,-0.00011526,-0.00772662,-0.01579961,3.61618568
22.51869159,0.52304532,3.53594752,39.98027799,2.51827219,-0.3407903,1.65089323,-0.13427065,0.00092124,-0.00750722,-0.01667426,3.61422494
22.52647975,0.52304665,3.53326361,39.99314991,2.5172112,-0.34879641,1.65552049,-0.13799895,0.00203573,-0.00727698,-0.01755343,3.60950963
22.53426791,0.5230454,3.53051644,40.00605806,2.51611952,-0.35708847,1.66021344,-0.14233787,0.00324176,-0.00700968,-0.01838521,3.60695162
22.54205607,0.52304457,3.52770262,40.01900207,2.51499203,-0.36594577,1.66471423,-0.14740702,0.00453162,-0.0067383,-0.01919587,3.60394736
22.54984424,0.52304343,3.52481924,40.03198067,2.51382327,-0.37500918,1.66915151,-0.15295261,0.00584925,-0.00646015,-0.019935,3.599871
22.5576324,0.52304284,3.52186395,40.04499407,2.51260839,-0.38438795,1.67360577,-0.15914869,0.00722508,-0.00617811,-0.02062608,3.59628713
22.56542056,0.52304233,3.51883515,40.0580415,2.51134239,-0.39377414,1.67771271,-0.16607583,0.00862446,-0.00589621,-0.02125082,3.59390504
22.57320872,0.52304166,3.51573183,40.0711194,2.51002052,-0.40349914,1.68153002,-0.17365536,0.01005427,-0.00562019,-0.02183029,3.58925834
22.58099688,0.52304088,3.51255515,40.0842258,2.50863762,-0.4127596,1.68504376,-0.18174588,0.01147031,-0.00534013,-0.02230434,3.58650082
22.58878505,0.52304088,3.50930587,40.09735863,2.50719031,-0.42215966,1.68838647,-0.19018209,0.01285745,-0.00507408,-0.02271985,3.58421937
22.59657321,0.52304076,3.50598451,40.11051631,2.5056757,-0.43122705,1.69137884,-0.19900681,0.01421609,-0.0048272,-0.0230531,3.58044133
22.60436137,0.52304041,3.50259292,40.12369706,2.50409116,-0.44009355,1.69409358,-0.2082229,0.01555532,-0.00457596,-0.02332693,3.57824302
22.61214953,0.52304022,3.4991329,40.13689871,2.50243365,-0.44874742,1.69654539,-0.21773279,0.01685275,-0.0043322,-0.02350882,3.57691556
22.61993769,0.52303994,3.49560686,40.15011807,2.5007018,-0.45715593,1.69872564,-0.22737967,0.01808381,-0.00409825,-0.02361047,3.57355793
22.62772586,0.52303998,3.49201661,40.16335296,2.49889312,-0.46519625,1.70051941,-0.23736459,0.01928326,-0.00387241,-0.023611,3.57236966
22.63551402,0.52303907,3.48836502,40.17659849,2.49700663,-0.47299591,1.70187952,-0.24747623,0.02042215,-0.0036657,-0.02351899,3.57143694
22.64330218,0.52303904,3.48465404,40.18985427,2.49504091,-0.48028609,1.70297356,-0.25778217,0.02149746,-0.00345908,-0.02329134,3.56905458
22.65109034,0.52303899,3.48088716,40.20311654,2.4929942,-0.48741086,1.70377214,-0.26825807,0.02250279,-0.00326308,-0.02298492,3.56822891
22.6588785,0.52303914,3.47706586,40.21638416,2.4908649,-0.49419124,1.70419481,-0.27895758,0.02339119,-0.003066,-0.02253654,3.56781107
22.66666667,0.52303922,3.47319325,40.22965437,2.48865144,-0.50054786,1.70440886,-0.2898465,0.02419281,-0.00287736,-0.02199179,3.56594342
22.67445483,0.52303903,3.46927223,40.24292494,2.48635307,-0.50659584,1.70430813,-0.30081243,0.02483728,-0.00269746,-0.02132293,3.5659124
22.68224299,0.52303879,3.46530658,40.25619378,2.48396948,-0.51209695,1.70393689,-0.31181805,0.02533989,-0.00252818,-0.0205309,3.5666291
22.69003115,0.52303711,3.46130048,40.26945912,2.48150095,-0.51691271,1.70330474,-0.32273015,0.02567595,-0.00237858,-0.01963284,3.56557695
22.69781931,0.5230362,3.4572589,40.28271819,2.47894822,-0.5211544,1.70251453,-0.33340625,0.02581609,-0.00223797,-0.01862586,3.5661529
22.70560748,0.52303559,3.45318714,40.29597126,2.4763128,-0.52469416,1.70156248,-0.34384729,0.02577416,-0.0021199,-0.01752553,3.5669136
22.71339564,0.52303488,3.4490905,40.30921624,2.47359771,-0.52752975,1.70043957,-0.35383907,0.02553419,-0.0020219,-0.01634373,3.56674666
22.7211838,0.52303447,3.44497537,40.32245248,2.47080573,-0.52938725,1.69939365,-0.3635169,0.02512347,-0.00193773,-0.01509917,3.56749606
22.72897196,0.52303394,3.4408477,40.3356802,2.46794033,-0.53063162,1.69837831,-0.37259744,0.02454076,-0.00188497,-0.01382993,3.56858932
22.73676012,0.52303402,3.43671284,40.34889947,2.46500681,-0.53109146,1.69736459,-0.38107086,0.02382104,-0.00184817,-0.0125496,3.56892972
22.74454829,0.5230338,3.43257697,40.36211159,2.46201047,-0.53090672,1.69649228,-0.38873541,0.02297142,-0.00184385,-0.01127102,3.57012554
22.75233645,0.52303362,3.4284456,40.37531786,2.45895733,-0.52993079,1.69566569,-0.39567924,0.02204421,-0.00186486,-0.01001204,3.57154872
22.76012461,0.52303326,3.42432375,40.3885177,2.45585209,-0.5283727,1.69502845,-0.40195755,0.02103519,-0.00190395,-0.00879845,3.57218609
22.76791277,0.52303319,3.42021588,40.40171156,2.45269999,-0.52633244,1.69432052,-0.40766003,0.01998741,-0.00197009,-0.00762078,3.57368038
22.77570093,0.52303294,3.41612628,40.41490039,2.44950687,-0.52375853,1.69367889,-0.41240148,0.0188678,-0.00205086,-0.00648409,3.57541241
22.7834891,0.52303319,3.41205732,40.42808379,2.44627926,-0.52085879,1.69289317,-0.41661053,0.01775827,-0.00215887,-0.00539995,3.57572553
22.79127726,0.52303375,3.40801287,40.44126219,2.44302141,-0.51753232,1.69220128,-0.42024949,0.01662482,-0.00230213,-0.00436387,3.57771236
22.79906542,0.52303332,3.40399619,40.45443414,2.43973749,-0.513625,1.69157632,-0.42324415,0.01547475,-0.00245247,-0.00333367,3.58003114
22.80685358,0.52303413,3.40001038,40.46759963,2.43643178,-0.50948569,1.69075774,-0.42579121,0.01432152,-0.0026247,-0.00235065,3.58183044
22.81464174,0.52303386,3.39605804,40.48075886,2.4331074,-0.50498573,1.68982312,-0.4279892,0.01313035,-0.00280672,-0.00137834,3.58435846
22.82242991,0.52303381,3.39214209,40.49391098,2.42976849,-0.5002855,1.68875388,-0.42953857,0.01194679,-0.00300583,-0.00043386,3.58731262
22.83021807,0.52303404,3.38826427,40.50705386,2.42641863,-0.49517401,1.68762216,-0.43062873,0.01070701,-0.0032115,0.00050991,3.58880753
22.83800623,0.5230343,3.3844279,40.52018731,2.42306264,-0.48948043,1.6863497,-0.43131834,0.00942942,-0.00343311,0.00144967,3.59153576
22.84579439,0.52303435,3.38063678,40.53331092,2.41970323,-0.48365353,1.68495534,-0.43146298,0.0081018,-0.00366184,0.00238141,3.59562655
22.85358255,0.5230344,3.37689335,40.54642434,2.41634423,-0.4771676,1.68356276,-0.43117215,0.006739,-0.00390534,0.00327897,3.59818757
22.86137072,0.52303399,3.37320167,40.55952624,2.41299008,-0.47036364,1.68210887,-0.43030483,0.00534994,-0.00415181,0.00412932,3.60112462
22.86915888,0.52303403,3.36956547,40.57261624,2.40964452,-0.46297917,1.68066069,-0.42886451,0.00388735,-0.00441307,0.00493191,3.60558364
22.87694704,0.52303422,3.36598841,40.58569517,2.40631266,-0.4549449,1.67933061,-0.42678381,0.00240729,-0.0046962,0.00566781,3.60788702
22.8847352,0.52303436,3.36247481,40.59876449,2.40299928,-0.44671635,1.67804922,-0.42415252,0.00089601,-0.00499818,0.00627272,3.61190063
22.89252336,0.52303388,3.35902723,40.61182402,2.39970889,-0.43825502,1.67690131,-0.42080987,-0.00061703,-0.00531587,0.0067773,3.61617608
22.90031153,0.52303346,3.35564651,40.62487447,2.39644582,-0.42936957,1.67603405,-0.41697977,-0.00215107,-0.00563997,0.00716887,3.61854471
22.90809969,0.52303369,3.35233495,40.63791835,2.39321623,-0.42047253,1.67520289,-0.41233826,-0.0036923,-0.0059817,0.00743562,3.62198036
22.91588785,0.52303404,3.34909392,40.65095723,2.3900252,-0.41142457,1.67463842,-0.40718107,-0.00520823,-0.00632874,0.00756929,3.62653219
22.92367601,0.52303409,3.34592217,40.66399284,2.38687725,-0.40262914,1.67419196,-0.4011303,-0.00670622,-0.0066827,0.00757241,3.62930819
22.93146417,0.52303426,3.34281826,40.67702513,2.38377849,-0.39392158,1.6738137,-0.3944803,-0.00815097,-0.0070354,0.0074339,3.63356538
22.93925234,0.52303475,3.33978154,40.69005385,2.38073269,-0.38573315,1.67340373,-0.38729436,-0.00954299,-0.00738921,0.00719722,3.63760337
22.9470405,0.52303493,3.33680705,40.70307945,2.37774475,-0.37785861,1.6731218,-0.37963707,-0.01087953,-0.00774232,0.00688189,3.63987651
22.95482866,0.52303517,3.33389213,40.71610249,2.37481946,-0.37030626,1.67277173,-0.37136511,-0.01217465,-0.00808377,0.00653504,3.64409631
22.96261682,0.5230354,3.33103347,40.72912174,2.37195988,-0.36349997,1.67223566,-0.36271883,-0.01339543,-0.00842459,0.0061482,3.6488997
22.97040498,0.52303547,3.3282267,40.74213613,2.36916899,-0.35693354,1.67140077,-0.35340262,-0.01454546,-0.00874499,0.00578409,3.65157519
22.97819315,0.52303591,3.32547015,40.75514633,2.36645229,-0.35071873,1.6706779,-0.3439675,-0.01562283,-0.00905247,0.00547451,3.65626311
22.98598131,0.52303645,3.32276228,40.76815001,2.36381061,-0.34465758,1.66976562,-0.33416553,-0.01662623,-0.00934721,0.00525127,3.66133275
22.99376947,0.52303694,3.32010013,40.78114419,2.36124651,-0.33887984,1.6687381,-0.32406946,-0.01753522,-0.0096227,0.00505705,3.66409455
23.00155763,0.52303771,3.31748299,40.79413067,2.35876263,-0.33317094,1.66775019,-0.31352414,-0.01835672,-0.00988226,0.00494602,3.66884007
23.00934579,0.52303805,3.31491026,40.80711023,2.35636184,-0.32749904,1.66658891,-0.30280185,-0.0190727,-0.01011248,0.00489249,3.673945
23.01713396,0.52303829,3.3123818,40.82008214,2.35404499,-0.32166874,1.66540616,-0.2917841,-0.01971527,-0.01032311,0.00491066,3.67654383
23.02492212,0.52303871,3.30989872,40.83303979,2.35181486,-0.31580142,1.66420681,-0.2807572,-0.02022969,-0.01050628,0.00496631,3.68133848
23.03271028,0.52303871,3.30746339,40.84599411,2.34967039,-0.30946832,1.66326336,-0.26961578,-0.02062925,-0.01066769,0.00504062,3.68626028
23.04049844,0.52303852,3.3050759,40.85893621,2.34761189,-0.3031736,1.66221426,-0.2584994,-0.02092817,-0.01081663,0.00512896,3.68918174
23.0482866,0.52303823,3.3027385,40.87186978,2.34563997,-0.29662198,1.66136803,-0.24762271,-0.0211077,-0.01092626,0.00518719,3.69381793
23.05607477,0.52303861,3.30045372,40.88480068,2.34375327,-0.28983759,1.66091348,-0.23669957,-0.02118019,-0.01101732,0.00521638,3.69815119
23.06386293,0.52303901,3.29822184,40.89772906,2.34195101,-0.28301097,1.66064386,-0.22609757,-0.02112886,-0.01107868,0.00518372,3.70096413
23.07165109,0.52303944,3.29604339,40.91065703,2.34023109,-0.27601275,1.66071444,-0.21540135,-0.02098601,-0.01113153,0.00511022,3.70482892
23.07943925,0.5230397,3.29391905,40.92358495,2.33859308,-0.26915345,1.66093018,-0.20507389,-0.02075527,-0.01115581,0.00493012,3.70945361
23.08722741,0.52304017,3.29184873,40.93651658,2.33703407,-0.26213611,1.66155207,-0.19501108,-0.02041201,-0.01115824,0.00468318,3.71150775
23.09501558,0.5230404,3.28983177,40.94945493,2.33555287,-0.25554512,1.66243753,-0.18546204,-0.01996786,-0.01113474,0.00434106,3.71456844
23.10280374,0.52304393,3.28786659,40.96240111,2.33414501,-0.24921845,1.66314997,-0.17640666,-0.01941383,-0.01108601,0.00389402,3.71824059
23.1105919,0.52304784,3.28595182,40.97535549,2.33280678,-0.24245919,1.66457408,-0.16751242,-0.01880611,-0.01103929,0.00339758,3.71974162
23.11838006,0.52305036,3.2840856,40.98832086,2.33153442,-0.23635766,1.66632537,-0.1593112,-0.01812878,-0.01097899,0.00278558,3.72270085
23.12616822,0.52305171,3.28226546,41.00129972,2.33032332,-0.23069043,1.66812522,-0.15166044,-0.01738678,-0.01091268,0.00208693,3.72532396
23.13395639,0.52305115,3.28048706,41.0142928,2.32916918,-0.22576728,1.6699437,-0.14464288,-0.01657114,-0.01082993,0.00128657,3.72529543
23.14174455,0.52305129,3.27874532,41.02730107,2.32806847,-0.22130122,1.67187506,-0.13814596,-0.0157131,-0.0107303,0.00043572,3.72710962
23.14953271,0.52305123,3.27703543,41.04032462,2.32701564,-0.21769755,1.67372888,-0.13247826,-0.01479912,-0.01063962,-0.00045852,3.72928268
23.15732087,0.52305015,3.27535198,41.05336339,2.32600456,-0.21437792,1.67575007,-0.12734897,-0.01384313,-0.0105365,-0.00136003,3.72896433
23.16510903,0.52304986,3.27369021,41.06641664,2.32503052,-0.21213273,1.67754247,-0.12298591,-0.01287179,-0.0104454,-0.00227472,3.73040835
23.1728972,0.52305032,3.27204502,41.07948329,2.32408865,-0.21037046,1.67921797,-0.11904291,-0.01188958,-0.01034591,-0.00318677,3.73245583
23.18068536,0.52305033,3.27041042,41.09256146,2.32317449,-0.20922087,1.68058845,-0.11575941,-0.01089812,-0.01023258,-0.00402447,3.73156665
23.18847352,0.52305088,3.26878254,41.10564993,2.32228356,-0.20852218,1.68177553,-0.11336691,-0.00990429,-0.01011041,-0.00483723,3.73228907
23.19626168,0.52305166,3.26715863,41.11874724,2.32140972,-0.20836868,1.68280384,-0.11134979,-0.00891323,-0.0099923,-0.00563225,3.73434974
23.20404984,0.52305199,3.26553372,41.13185168,2.32054925,-0.20867847,1.68372523,-0.10979943,-0.00792974,-0.00986322,-0.00637891,3.73354542
23.21183801,0.52305221,3.26390563,41.14496248,2.31969865,-0.2091729,1.68434386,-0.10887177,-0.00695432,-0.00971339,-0.00709538,3.73460205
23.21962617,0.52305217,3.26227328,41.15807829,2.31885333,-0.21003219,1.684915,-0.10843496,-0.005993,-0.00956096,-0.0077991,3.73599643
23.22741433,0.52305244,3.26063354,41.17119797,2.31800939,-0.21095712,1.68547349,-0.10851246,-0.0050648,-0.0094096,-0.00847824,3.73534562
23.23520249,0.52305306,3.25898596,41.1843214,2.31716336,-0.21194101,1.68586033,-0.10900916,-0.00413952,-0.00924923,-0.00919496,3.73654722
23.24299065,0.52305363,3.25733062,41.19744796,2.3163114,-0.21307272,1.68622911,-0.10993508,-0.00326924,-0.00908662,-0.00993369,3.73839215
23.25077882,0.52305312,3.25566569,41.21057759,2.31545134,-0.21437932,1.68651563,-0.11113377,-0.00244665,-0.00892854,-0.01071442,3.73746342
23.25856698,0.52305321,3.25398958,41.22370998,2.31458122,-0.21593644,1.68687282,-0.11249914,-0.00165517,-0.00877438,-0.01156139,3.7387315
23.26635514,0.52305391,3.25230063,41.23684477,2.31369855,-0.21780416,1.68720258,-0.11426592,-0.00089089,-0.00861361,-0.01248803,3.74097744
23.2741433,0.52305456,3.25059621,41.24998145,2.31280164,-0.219896,1.68751564,-0.11604278,-0.00018734,-0.00848175,-0.01344696,3.73982579
23.28193146,0.52305454,3.2488742,41.26312091,2.31189009,-0.22223752,1.68776346,-0.11817483,0.00049691,-0.0083461,-0.01444306,3.7414614
23.28971963,0.52305472,3.24713241,41.27626304,2.31096212,-0.22501195,1.68809958,-0.12035943,0.00114629,-0.00820229,-0.01550451,3.74302542
23.29750779,0.52305512,3.24536804,41.28940684,2.31001519,-0.22807498,1.68833783,-0.1228827,0.00178465,-0.00808014,-0.01660074,3.742286
23.30529595,0.52305575,3.2435778,41.30255273,2.30904836,-0.23170606,1.68864146,-0.12538911,0.00238505,-0.00794088,-0.01772802,3.74340239
23.31308411,0.52305582,3.24175801,41.31570128,2.30806148,-0.2356914,1.68904184,-0.12803761,0.00298576,-0.00782649,-0.01887344,3.74492282
23.32087227,0.52305535,3.23990417,41.3288522,2.30705369,-0.24045122,1.68915929,-0.13077756,0.00356564,-0.00773092,-0.02002396,3.74316719
23.32866044,0.5230551,3.23801337,41.3420055,2.30602371,-0.24522401,1.68939264,-0.13385161,0.00419083,-0.0076476,-0.02110346,3.74396748
23.3364486,0.52305478,3.2360831,41.35516011,2.30496936,-0.25065166,1.68954564,-0.13707395,0.00482793,-0.00757369,-0.02219281,3.74521483
23.34423676,0.52305491,3.23410983,41.368316,2.30388854,-0.25620551,1.6898271,-0.14060554,0.00547324,-0.00748523,-0.02321973,3.74330286
23.35202492,0.52305475,3.23209118,41.38147403,2.30277884,-0.26235341,1.69014696,-0.14449074,0.00612791,-0.00742274,-0.02419469,3.74307192
23.35981308,0.5230549,3.23002368,41.39463502,2.30163736,-0.26864841,1.69050838,-0.1488078,0.00680725,-0.00737765,-0.02512243,3.74366837
23.36760125,0.52305666,3.22790621,41.40779873,2.30046143,-0.27521027,1.69106411,-0.15323121,0.00748343,-0.00736882,-0.02599171,3.74117455
23.37538941,0.52305756,3.22573608,41.42096735,2.29924897,-0.28220829,1.69161313,-0.15821769,0.00818204,-0.00738357,-0.02682754,3.74035986
23.38317757,0.52305777,3.22351139,41.4341416,2.29799651,-0.28934118,1.6924328,-0.16360914,0.0088777,-0.00741469,-0.02759725,3.73976019
23.39096573,0.52305743,3.22123059,41.44732386,2.29670141,-0.29665295,1.69343738,-0.16911084,0.00956117,-0.00747179,-0.02833849,3.73686797
23.39875389,0.52305644,3.218892,41.4605146,2.29536146,-0.30422649,1.69456541,-0.17509966,0.01027155,-0.00752473,-0.02903592,3.7359015
23.40654206,0.52305569,3.21649398,41.47371505,2.29397422,-0.31193914,1.69593871,-0.18124439,0.01093605,-0.00760571,-0.02969279,3.73476257
23.41433022,0.52305457,3.21403461,41.4869261,2.29253771,-0.31990728,1.6974659,-0.18777495,0.01157353,-0.00771754,-0.03029993,3.7312228
23.42211838,0.52305293,3.21151309,41.50014987,2.29104997,-0.32799526,1.69904684,-0.1945374,0.01219162,-0.00784613,-0.03088029,3.72930252
